,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
55876,Glen Waverley,6/2 Argyle Ct,3,u,744000.0,S,Barry,27/11/2016,3150,Eastern Metropolitan,15321,16.7,Monash City Council
55877,Glen Waverley,19A Arlington Dr,5,h,2080000.0,S,Buxton,27/11/2016,3150,Eastern Metropolitan,15321,16.7,Monash City Council
55878,Glen Waverley,53 Brynor Cr,3,h,1111000.0,S,Ray,27/11/2016,3150,Eastern Metropolitan,15321,16.7,Monash City Council
55883,Glen Waverley,13 Nicholas Av,4,h,1130000.0,S,Barry,27/11/2016,3150,Eastern Metropolitan,15321,16.7,Monash City Council
55891,Glenroy,4 Glenroy Rd,2,h,726335.0,S,Eview,27/11/2016,3046,Northern Metropolitan,8870,11.2,Moreland City Council
55892,Glenroy,165 Hilton St,4,h,630000.0,S,Stockdale,27/11/2016,3046,Northern Metropolitan,8870,11.2,Moreland City Council
55894,Glenroy,10 Justin Av,2,h,685000.0,S,Stockdale,27/11/2016,3046,Northern Metropolitan,8870,11.2,Moreland City Council
55896,Glenroy,72 Pecham St,3,h,670000.0,S,Barry,27/11/2016,3046,Northern Metropolitan,8870,11.2,Moreland City Council
55897,Glenroy,3/48 William St,2,h,417000.0,S,Stockdale,27/11/2016,3046,Northern Metropolitan,8870,11.2,Moreland City Council
55900,Greensborough,251 Elder St,3,h,700000.0,S,Buckingham,27/11/2016,3088,Northern Metropolitan,8524,16.1,Banyule City Council
55901,Greensborough,7 Hebden St,4,h,1132000.0,S,Morrison,27/11/2016,3088,Northern Metropolitan,8524,16.1,Banyule City Council
55902,Greensborough,1/132 Henry St,3,u,580000.0,S,Nelson,27/11/2016,3088,Northern Metropolitan,8524,16.1,Banyule City Council
55904,Greensborough,28 Jessop St,3,h,755000.0,S,Barry,27/11/2016,3088,Northern Metropolitan,8524,16.1,Banyule City Council
55905,Greensborough,38 Melliodora Cr,5,h,1670000.0,S,Morrison,27/11/2016,3088,Northern Metropolitan,8524,16.1,Banyule City Council
55907,Greensborough,31 Warralong Av,4,h,812500.0,S,Nelson,27/11/2016,3088,Northern Metropolitan,8524,16.1,Banyule City Council
55908,Greenvale,4 Lamark Ct,5,h,1850000.0,S,Barry,27/11/2016,3059,Northern Metropolitan,4864,20.4,Hume City Council
55910,Greenvale,1/15 Wallace Dr,4,h,510000.0,S,Jason,27/11/2016,3059,Northern Metropolitan,4864,20.4,Hume City Council
55911,Hadfield,3 Charles St,3,h,1102000.0,S,Stockdale,27/11/2016,3046,Northern Metropolitan,2606,11.2,Moreland City Council
55912,Hadfield,25 East St,2,h,515000.0,S,D'Aprano,27/11/2016,3046,Northern Metropolitan,2606,11.2,Moreland City Council
55913,Hadfield,14 Sutherland St,3,h,716000.0,S,Nelson,27/11/2016,3046,Northern Metropolitan,2606,11.2,Moreland City Council
55915,Hadfield,21 Volga St,2,h,460000.0,S,Barry,27/11/2016,3046,Northern Metropolitan,2606,11.2,Moreland City Council
55918,Hampton,8 Lagnicourt St,4,h,2410000.0,S,Marshall,27/11/2016,3188,Southern Metropolitan,5454,13.8,Bayside City Council
55919,Hampton,91A Linacre Rd,2,t,915500.0,S,Biggin,27/11/2016,3188,Southern Metropolitan,5454,13.8,Bayside City Council
55920,Hampton,49 Service St,4,h,1740000.0,S,Marshall,27/11/2016,3188,Southern Metropolitan,5454,13.8,Bayside City Council
55921,Hampton,136 Thomas St,1,h,2450000.0,S,Buxton,27/11/2016,3188,Southern Metropolitan,5454,13.8,Bayside City Council
55922,Hampton East,2 Harry St,3,h,1195000.0,S,Ray,27/11/2016,3188,Southern Metropolitan,2356,13.8,Bayside City Council
55923,Hampton East,11a Leith Cr,4,t,1150000.0,S,Buxton,27/11/2016,3188,Southern Metropolitan,2356,13.8,Bayside City Council
55924,Hawthorn,10/150 Barkers Rd,2,u,715000.0,S,Marshall,27/11/2016,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
55927,Hawthorn,2/4 Grattan St,2,u,752000.0,S,Marshall,27/11/2016,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
55928,Hawthorn,12 Morang Rd,3,h,1980000.0,S,Jellis,27/11/2016,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
55929,Hawthorn,8B Myrtle St,2,t,1055000.0,S,Jellis,27/11/2016,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
55930,Hawthorn,151 Power St,4,h,1976000.0,S,RT,27/11/2016,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
55932,Hawthorn East,2/11 Harts Pde,2,u,622000.0,S,Williams,27/11/2016,3123,Southern Metropolitan,6482,6.2,Boroondara City Council
55936,Hawthorn East,20 Stewart St,3,h,1650000.0,S,Marshall,27/11/2016,3123,Southern Metropolitan,6482,6.2,Boroondara City Council
55939,Heidelberg,14 Adamson St,3,h,1400000.0,S,Miles,27/11/2016,3084,Eastern Metropolitan,2890,8.9,Banyule City Council
55942,Heidelberg Heights,23 Dougharty Rd,2,h,570000.0,S,Haughton,27/11/2016,3081,Eastern Metropolitan,2947,8.8,Banyule City Council
55945,Heidelberg West,17 Blackwood Pde,4,h,820000.0,S,Fletchers,27/11/2016,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
55946,Heidelberg West,22 Kokoda St,2,h,725000.0,S,Haughton,27/11/2016,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
55947,Heidelberg West,296 Oriel Rd,2,h,705000.0,S,Miles,27/11/2016,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
55948,Heidelberg West,190 Southern Rd,3,h,710000.0,S,Haughton,27/11/2016,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
55949,Highett,6 Barnet St,4,h,1275000.0,S,Chisholm,27/11/2016,3190,Southern Metropolitan,4794,16.0,Bayside City Council
55950,Highett,56 Lawson Pde,3,h,1375000.0,S,Hodges,27/11/2016,3190,Southern Metropolitan,4794,16.0,Bayside City Council
55952,Highett,5/9 Maxflo Ct,2,u,551000.0,S,Buxton,27/11/2016,3190,Southern Metropolitan,4794,16.0,Bayside City Council
55955,Highett,6 Rowans Rd,3,h,970000.0,S,Buxton,27/11/2016,3190,Southern Metropolitan,4794,16.0,Bayside City Council
55957,Hillside,29 Kanmore Cr,4,h,536500.0,S,Barry,27/11/2016,3037,Western Metropolitan,5556,18.0,Brimbank City Council
55958,Hillside,24 Royal Cr,4,h,715000.0,S,hockingstuart,27/11/2016,3037,Western Metropolitan,5556,18.0,Brimbank City Council
55960,Hoppers Crossing,102 Grevillea Cr,3,h,487000.0,S,YPA,27/11/2016,3029,Western Metropolitan,13830,18.4,Wyndham City Council
55961,Hoppers Crossing,19 Harkaway Av,4,h,505000.0,S,Ray,27/11/2016,3029,Western Metropolitan,13830,18.4,Wyndham City Council
55962,Hoppers Crossing,7 McMillan Ct,3,h,410000.0,S,hockingstuart,27/11/2016,3029,Western Metropolitan,13830,18.4,Wyndham City Council
55966,Huntingdale,41 Berkeley St,3,h,1150000.0,S,Buxton,27/11/2016,3166,Southern Metropolitan,768,12.3,Monash City Council
55967,Ivanhoe,35 Green St,5,h,1420000.0,S,Domain,27/11/2016,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
55969,Ivanhoe,1/84 Locksley Rd,3,h,875000.0,S,Haughton,27/11/2016,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
55972,Ivanhoe East,14 York Av,5,h,3390000.0,S,Jellis,27/11/2016,3079,Eastern Metropolitan,1554,7.8,Banyule City Council
55973,Jacana,25 Bliburg St,3,h,495000.0,S,YPA,27/11/2016,3047,Northern Metropolitan,851,14.0,Hume City Council
55974,Keilor,87 Church St,4,h,937000.0,S,Brad,27/11/2016,3036,Western Metropolitan,2339,14.5,Brimbank City Council
55977,Keilor East,35/24 Craig St,3,h,650000.0,S,Nelson,27/11/2016,3033,Western Metropolitan,5629,11.7,Brimbank City Council
55979,Keilor East,61 Nyah St,3,h,900000.0,S,Nelson,27/11/2016,3033,Western Metropolitan,5629,11.7,Brimbank City Council
55980,Keilor East,5 Viewbank Dr,3,h,823000.0,S,Nelson,27/11/2016,3033,Western Metropolitan,5629,11.7,Brimbank City Council
55981,Keilor Lodge,2 Malibu Gr,5,h,735000.0,S,Sweeney,27/11/2016,3038,Western Metropolitan,570,15.5,Brimbank City Council
55982,Keilor Park,3/550 Fullarton Rd,4,t,600000.0,S,Barry,27/11/2016,3042,Western Metropolitan,1119,10.4,Brimbank City Council
55983,Keilor Park,18 William St,3,h,575000.0,S,Nelson,27/11/2016,3042,Western Metropolitan,1119,10.4,Brimbank City Council
55984,Kensington,301/84 Altona St,2,u,425000.0,S,Rendina,27/11/2016,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
55988,Kew,2/37 Atkins St,2,u,730000.0,S,Marshall,27/11/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
55993,Kew,18 Collins St,4,h,1750000.0,S,hockingstuart,27/11/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
55994,Kew,4/206 Cotham Rd,3,u,1100000.0,S,Jellis,27/11/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
55995,Kew,36 Denmark St,3,h,1290000.0,S,Christopher,27/11/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
55996,Kew,33 Disraeli St,3,h,1440000.0,S,Kay,27/11/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
55999,Kew,47 Kellett Gr,4,h,2245000.0,S,Jellis,27/11/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
56002,Kew,23 Valentine Av,4,h,3000000.0,S,Marshall,27/11/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
56005,Kew East,43 Ramsay Av,3,h,1910000.0,S,Marshall,27/11/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council
56010,Kingsbury,36 Scott Gr,3,h,690000.0,S,Barry,27/11/2016,3083,Northern Metropolitan,1414,12.1,Darebin City Council
56012,Kooyong,81 Talbot Cr,3,t,1706000.0,S,Abercromby's,27/11/2016,3144,Southern Metropolitan,394,5.9,Stonnington City Council
56013,Lalor,9 Cutler Ct,3,h,620000.0,S,Harcourts,27/11/2016,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council
56015,Lower Plenty,15/29 Main Rd,2,u,500000.0,S,Darren,27/11/2016,3093,Eastern Metropolitan,1624,14.6,Banyule City Council
56016,MacLeod,12 Dwyer St,4,h,1220000.0,S,Miles,27/11/2016,3085,Northern Metropolitan,4168,12.7,Banyule City Council
56017,MacLeod,1/56 Ferguson St,2,u,756000.0,S,Miles,27/11/2016,3085,Northern Metropolitan,4168,12.7,Banyule City Council
56020,Maidstone,14 Madden St,2,h,830000.0,S,Rendina,27/11/2016,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
56022,Malvern,11 Childers Rd,2,h,1475000.0,S,Marshall,27/11/2016,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
56026,Malvern,2/5 Moorakyne Av,4,h,1395000.0,S,Marshall,27/11/2016,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
56028,Malvern East,5/80 Burke Rd,1,u,315000.0,S,Jellis,27/11/2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
56029,Malvern East,22 Ellison St,3,h,1297000.0,S,Marshall,27/11/2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
56032,Malvern East,10/1810 Malvern Rd,3,t,1015000.0,S,Marshall,27/11/2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
56033,Malvern East,74 Millewa Av,4,h,1895000.0,S,Jellis,27/11/2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
56035,Malvern East,3/5 Peak St,2,u,523000.0,S,Castran,27/11/2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
56036,Malvern East,15 Prior Rd,3,h,1335000.0,S,Stockdale,27/11/2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
56038,Malvern East,22 Warida Av,4,h,2100000.0,S,Jellis,27/11/2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
56040,Malvern East,1/380 Waverley Rd,3,h,1670000.0,S,Marshall,27/11/2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
56042,Maribyrnong,10 Amarco Cr,3,h,805000.0,S,RT,27/11/2016,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
56043,Maribyrnong,17 Bloomfield Av,3,h,1540000.0,S,Biggin,27/11/2016,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
56044,Maribyrnong,66 Raleigh Rd,3,h,907000.0,S,Raine,27/11/2016,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
56046,Maribyrnong,26 Waterford Av,3,t,725000.0,S,Biggin,27/11/2016,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
56050,Melbourne,420/539 St Kilda Rd,1,u,357500.0,S,hockingstuart,27/11/2016,3000,Northern Metropolitan,17496,0.0,Melbourne City Council
56052,Mentone,24 Allandale Rd,4,h,1150000.0,S,Hodges,27/11/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council
56053,Mentone,10/70 Beach Rd,2,u,525000.0,S,Thomson,27/11/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council
56054,Mentone,1/30 Collins St,2,u,585000.0,S,Buxton,27/11/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council
56057,Mentone,5B Elizabeth St,2,t,905000.0,S,hockingstuart,27/11/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council
56058,Mentone,27 Patty St,3,h,1181000.0,S,Buxton,27/11/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council
56059,Mentone,1/46 Plummer Rd,2,u,765000.0,S,Hodges,27/11/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council
56060,Mentone,5/6 Venice St,2,u,663000.0,S,hockingstuart,27/11/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council
56061,Mentone,60 Voltri St,3,h,890000.0,S,O'Brien,27/11/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council
56062,Mernda,6 Schotters Rd,4,h,700000.0,S,Ray,27/11/2016,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
56065,Mill Park,15 Callistemon Ri,3,h,611000.0,S,Ray,27/11/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
56066,Mill Park,4 Denham Pl,3,h,505000.0,S,Ray,27/11/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
56067,Mill Park,6 Glenlea Ct,3,h,532000.0,S,Ray,27/11/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
56069,Mill Park,38 Incana Dr,3,h,650000.0,S,Love,27/11/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
56070,Mill Park,3 Jasmine Dr,3,h,501500.0,S,Love,27/11/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
56071,Mill Park,2 Kellaway Cr,3,h,564000.0,S,Reach,27/11/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
56072,Mill Park,2 McClelland Dr,4,h,690000.0,S,Harcourts,27/11/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
56073,Mill Park,5 Mew Ct,4,h,660000.0,S,Iconek,27/11/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
56075,Mill Park,14 Silverbirch Ri,3,h,420000.0,S,Harcourts,27/11/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
56077,Mill Park,2 Sinclair Ct,4,h,591000.0,S,Ray,27/11/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
56082,Mitcham,311 Mitcham Rd,2,h,825000.0,S,Noel,27/11/2016,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council
56087,Mont Albert,47 Zetland Rd,3,h,1564000.0,S,Jellis,27/11/2016,3127,Eastern Metropolitan,2079,10.2,Boroondara City Council
56088,Montmorency,42 Baldwin Av,3,h,1060000.0,S,Buckingham,27/11/2016,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
56089,Montmorency,2/203 Rattray Rd,3,h,1005000.0,S,Barry,27/11/2016,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
56091,Moonee Ponds,1/21 Holmes Rd,2,u,574000.0,S,Jellis,27/11/2016,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
56093,Moonee Ponds,1/263 Union Rd,3,t,1130000.0,S,Brad,27/11/2016,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
56094,Moorabbin,15 Biscop Rd,2,h,1191000.0,S,C21,27/11/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council
56095,Moorabbin,15 Faye St,4,h,1130000.0,S,Buxton,27/11/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council
56096,Moorabbin,2/3 Fiddes St,2,h,776000.0,S,Ray,27/11/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council
56097,Mooroolbark,301 Hull Rd,3,h,540500.0,S,McGrath,27/11/2016,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council
56098,Mordialloc,116 Chute St,3,h,780000.0,S,hockingstuart,27/11/2016,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
56099,Mordialloc,3/68 Chute St,2,u,502000.0,S,Ray,27/11/2016,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
56101,Mount Waverley,11 Aldrin Dr,3,h,912000.0,S,Harcourts,27/11/2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
56102,Mount Waverley,35 Bennett Av,3,h,1115000.0,S,Barry,27/11/2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
56103,Mount Waverley,239 Blackburn Rd,3,h,1007500.0,S,Harcourts,27/11/2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
56104,Mount Waverley,14 Bruce St,3,h,1825000.0,S,Jellis,27/11/2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
56105,Mount Waverley,13 Grenfell Rd,3,h,1215000.0,S,Stockdale,27/11/2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
56106,Mount Waverley,354 Highbury Rd,4,h,1181000.0,S,McGrath,27/11/2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
56108,Mount Waverley,83 Ian Gr,4,h,1400000.0,S,Woodards,27/11/2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
56110,Mount Waverley,45 Sesame St,4,h,1575000.0,S,McGrath,27/11/2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
56112,Mount Waverley,21 Tarella Dr,3,h,1320000.0,S,Barry,27/11/2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
56113,Mount Waverley,5 Warren Ct,5,h,1975000.0,S,Ray,27/11/2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
56115,Mulgrave,3 Linton Pl,3,h,735000.0,S,Harcourts,27/11/2016,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
56116,Mulgrave,8 Pavilion Pl,3,h,1071000.0,S,Ray,27/11/2016,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
56117,Mulgrave,2 Upton Ct,3,h,802000.0,S,Win,27/11/2016,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
56118,Mulgrave,23 Windermere Cr,4,h,866000.0,S,Ray,27/11/2016,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
56119,Murrumbeena,2/48 Murrumbeena Rd,3,u,1270000.0,S,hockingstuart,27/11/2016,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
56121,Murrumbeena,22 Victory St,3,h,1090000.0,S,Gary,27/11/2016,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
56125,Newport,12 Gordon St,3,h,1040000.0,S,hockingstuart,27/11/2016,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
56126,Newport,78A Oxford St,4,h,1316000.0,S,Williams,27/11/2016,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
56127,Newport,12 Severn St,2,h,816000.0,S,RT,27/11/2016,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
56129,Niddrie,29 Jackson St,3,h,1155000.0,S,Barry,27/11/2016,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
56130,Niddrie,2/10 Nolan St,3,u,746000.0,S,Barry,27/11/2016,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
56132,Noble Park,3 Smith St,3,h,684000.0,S,C21,27/11/2016,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
56133,North Melbourne,1/109 Arden St,2,u,665500.0,S,Alexkarbon,27/11/2016,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
56136,North Melbourne,103/171 Flemington Rd,1,u,320000.0,S,W.B.,27/11/2016,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
56138,North Melbourne,203/150 Peel St,2,u,598000.0,S,Alexkarbon,27/11/2016,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
56139,Northcote,162 Bastings St,3,h,2160000.0,S,Jellis,27/11/2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council
56142,Northcote,13 Vauxhall Rd,3,h,1610000.0,S,Jellis,27/11/2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council
56144,Nunawading,77 Esdale St,2,h,1160000.0,S,Barry,27/11/2016,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
56145,Nunawading,11 Eugenia St,3,h,991000.0,S,Stockdale,27/11/2016,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
56146,Nunawading,71 Luckie St,3,h,975000.0,S,Philip,27/11/2016,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
56147,Nunawading,268 Springfield Rd,2,h,1050000.0,S,Fletchers,27/11/2016,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
56151,Oakleigh,36 Hatter St,3,h,1225000.0,S,Buxton,27/11/2016,3166,Southern Metropolitan,3224,12.3,Monash City Council
56153,Oakleigh East,3 Curran St,3,h,1100000.0,S,Woodards,27/11/2016,3166,Southern Metropolitan,2547,12.3,Monash City Council
56154,Oakleigh East,26 MacRina St,3,h,1175000.0,S,Ray,27/11/2016,3166,Southern Metropolitan,2547,12.3,Monash City Council
56155,Oakleigh East,1/9 Tullius Av,3,t,840000.0,S,Barry,27/11/2016,3166,Southern Metropolitan,2547,12.3,Monash City Council
56157,Oakleigh South,15 Druitt St,3,h,850500.0,S,Buxton,27/11/2016,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
56158,Oakleigh South,2/3 Golf Rd,2,u,625000.0,S,LJ,27/11/2016,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
56159,Oakleigh South,3 Paula Ct,3,h,980500.0,S,McGrath,27/11/2016,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
56160,Oakleigh South,22 Pitt St,3,h,1068000.0,S,Ray,27/11/2016,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
56162,Ormond,7/21 Lillimur Rd,1,u,447000.0,S,Ray,27/11/2016,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
56163,Ormond,2 Wimmera St,2,h,1177000.0,S,Thomson,27/11/2016,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
56164,Parkdale,22 Balmoral Dr,4,h,1188000.0,S,hockingstuart,27/11/2016,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
56165,Parkdale,1/11 Foam St,2,u,575000.0,S,Hodges,27/11/2016,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
