,Suburb,Address,Rooms,Type,Price,SellerG,Postcode,Regionname,Propertycount,Distance,CouncilArea,latitude,longitude
27062,Hawthorn East,2/11 Harts Pde,2,u,622000.0,Williams,3123,Southern Metropolitan,6482,6.2,Boroondara City Council,-37.8167,145.05020000000002
27063,Hawthorn East,20 Stewart St,3,h,1650000.0,Marshall,3123,Southern Metropolitan,6482,6.2,Boroondara City Council,-37.8167,145.05020000000002
27064,Heidelberg,14 Adamson St,3,h,1400000.0,Miles,3084,Eastern Metropolitan,2890,8.9,Banyule City Council,-37.7637,145.07292
27065,Heidelberg Heights,23 Dougharty Rd,2,h,570000.0,Haughton,3081,Eastern Metropolitan,2947,8.8,Banyule City Council,-37.7523,145.045725
27066,Heidelberg West,17 Blackwood Pde,4,h,820000.0,Fletchers,3081,Eastern Metropolitan,2674,8.8,Banyule City Council,-37.7523,145.045725
27067,Heidelberg West,22 Kokoda St,2,h,725000.0,Haughton,3081,Eastern Metropolitan,2674,8.8,Banyule City Council,-37.7523,145.045725
27068,Heidelberg West,296 Oriel Rd,2,h,705000.0,Miles,3081,Eastern Metropolitan,2674,8.8,Banyule City Council,-37.7523,145.045725
27069,Heidelberg West,190 Southern Rd,3,h,710000.0,Haughton,3081,Eastern Metropolitan,2674,8.8,Banyule City Council,-37.7523,145.045725
27070,Highett,6 Barnet St,4,h,1275000.0,Chisholm,3190,Southern Metropolitan,4794,16.0,Bayside City Council,-37.9498,145.0343
27071,Highett,56 Lawson Pde,3,h,1375000.0,Hodges,3190,Southern Metropolitan,4794,16.0,Bayside City Council,-37.9498,145.0343
27072,Highett,5/9 Maxflo Ct,2,u,551000.0,Buxton,3190,Southern Metropolitan,4794,16.0,Bayside City Council,-37.9498,145.0343
27073,Highett,6 Rowans Rd,3,h,970000.0,Buxton,3190,Southern Metropolitan,4794,16.0,Bayside City Council,-37.9498,145.0343
27074,Hillside,29 Kanmore Cr,4,h,536500.0,Barry,3037,Western Metropolitan,5556,18.0,Brimbank City Council,-37.7184,144.75860000000003
27075,Hillside,24 Royal Cr,4,h,715000.0,hockingstuart,3037,Western Metropolitan,5556,18.0,Brimbank City Council,-37.7184,144.75860000000003
27076,Hoppers Crossing,102 Grevillea Cr,3,h,487000.0,YPA,3029,Western Metropolitan,13830,18.4,Wyndham City Council,-37.801,144.6994
27077,Hoppers Crossing,19 Harkaway Av,4,h,505000.0,Ray,3029,Western Metropolitan,13830,18.4,Wyndham City Council,-37.801,144.6994
27078,Hoppers Crossing,7 McMillan Ct,3,h,410000.0,hockingstuart,3029,Western Metropolitan,13830,18.4,Wyndham City Council,-37.801,144.6994
27079,Huntingdale,41 Berkeley St,3,h,1150000.0,Buxton,3166,Southern Metropolitan,768,12.3,Monash City Council,-37.9016,145.10004999999998
27080,Ivanhoe,35 Green St,5,h,1420000.0,Domain,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,-37.769,145.04796666666667
27081,Ivanhoe,1/84 Locksley Rd,3,h,875000.0,Haughton,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,-37.769,145.04796666666667
27082,Ivanhoe East,14 York Av,5,h,3390000.0,Jellis,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,-37.769,145.04796666666667
27083,Jacana,25 Bliburg St,3,h,495000.0,YPA,3047,Northern Metropolitan,851,14.0,Hume City Council,-37.6838,144.9248
27084,Keilor,87 Church St,4,h,937000.0,Brad,3036,Western Metropolitan,2339,14.5,Brimbank City Council,-37.6875,144.8124
27085,Keilor East,35/24 Craig St,3,h,650000.0,Nelson,3033,Western Metropolitan,5629,11.7,Brimbank City Council,-37.7423,144.8659
27086,Keilor East,61 Nyah St,3,h,900000.0,Nelson,3033,Western Metropolitan,5629,11.7,Brimbank City Council,-37.7423,144.8659
27087,Keilor East,5 Viewbank Dr,3,h,823000.0,Nelson,3033,Western Metropolitan,5629,11.7,Brimbank City Council,-37.7423,144.8659
27088,Keilor Lodge,2 Malibu Gr,5,h,735000.0,Sweeney,3038,Western Metropolitan,570,15.5,Brimbank City Council,-37.6985,144.793475
27089,Keilor Park,3/550 Fullarton Rd,4,t,600000.0,Barry,3042,Western Metropolitan,1119,10.4,Brimbank City Council,-37.7238,144.877275
27090,Keilor Park,18 William St,3,h,575000.0,Nelson,3042,Western Metropolitan,1119,10.4,Brimbank City Council,-37.7238,144.877275
27091,Kensington,301/84 Altona St,2,u,425000.0,Rendina,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,-37.7937,144.92295
27092,Kew,2/37 Atkins St,2,u,730000.0,Marshall,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,-37.8064,145.034
27093,Kew,18 Collins St,4,h,1750000.0,hockingstuart,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,-37.8064,145.034
27094,Kew,4/206 Cotham Rd,3,u,1100000.0,Jellis,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,-37.8064,145.034
27095,Kew,36 Denmark St,3,h,1290000.0,Christopher,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,-37.8064,145.034
27096,Kew,33 Disraeli St,3,h,1440000.0,Kay,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,-37.8064,145.034
27097,Kew,47 Kellett Gr,4,h,2245000.0,Jellis,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,-37.8064,145.034
27098,Kew,23 Valentine Av,4,h,3000000.0,Marshall,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,-37.8064,145.034
27099,Kew East,43 Ramsay Av,3,h,1910000.0,Marshall,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,-37.7947,145.0532
27100,Kingsbury,36 Scott Gr,3,h,690000.0,Barry,3083,Northern Metropolitan,1414,12.1,Darebin City Council,-37.7156,145.05066666666667
27101,Kooyong,81 Talbot Cr,3,t,1706000.0,Abercromby's,3144,Southern Metropolitan,394,5.9,Stonnington City Council,-37.8512,145.0336
27102,Lalor,9 Cutler Ct,3,h,620000.0,Harcourts,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council,-37.6673,145.0145
27103,Lower Plenty,15/29 Main Rd,2,u,500000.0,Darren,3093,Eastern Metropolitan,1624,14.6,Banyule City Council,-37.7295,145.1181
27104,MacLeod,12 Dwyer St,4,h,1220000.0,Miles,3085,Northern Metropolitan,4168,12.7,Banyule City Council,-37.7256,145.0845666666667
27105,MacLeod,1/56 Ferguson St,2,u,756000.0,Miles,3085,Northern Metropolitan,4168,12.7,Banyule City Council,-37.7256,145.0845666666667
27106,Maidstone,14 Madden St,2,h,830000.0,Rendina,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council,-37.816,144.86338
27107,Malvern,11 Childers Rd,2,h,1475000.0,Marshall,3144,Southern Metropolitan,4675,5.9,Stonnington City Council,-37.8512,145.0336
27108,Malvern,2/5 Moorakyne Av,4,h,1395000.0,Marshall,3144,Southern Metropolitan,4675,5.9,Stonnington City Council,-37.8512,145.0336
27109,Malvern East,5/80 Burke Rd,1,u,315000.0,Jellis,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,-37.8775,145.053
27110,Malvern East,22 Ellison St,3,h,1297000.0,Marshall,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,-37.8775,145.053
27111,Malvern East,10/1810 Malvern Rd,3,t,1015000.0,Marshall,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,-37.8775,145.053
27112,Malvern East,74 Millewa Av,4,h,1895000.0,Jellis,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,-37.8775,145.053
27113,Malvern East,3/5 Peak St,2,u,523000.0,Castran,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,-37.8775,145.053
27114,Malvern East,15 Prior Rd,3,h,1335000.0,Stockdale,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,-37.8775,145.053
27115,Malvern East,22 Warida Av,4,h,2100000.0,Jellis,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,-37.8775,145.053
27116,Malvern East,1/380 Waverley Rd,3,h,1670000.0,Marshall,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,-37.8775,145.053
27117,Maribyrnong,10 Amarco Cr,3,h,805000.0,RT,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,-37.776,144.91049999999998
27118,Maribyrnong,17 Bloomfield Av,3,h,1540000.0,Biggin,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,-37.776,144.91049999999998
27119,Maribyrnong,66 Raleigh Rd,3,h,907000.0,Raine,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,-37.776,144.91049999999998
27120,Maribyrnong,26 Waterford Av,3,t,725000.0,Biggin,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,-37.776,144.91049999999998
27121,Melbourne,420/539 St Kilda Rd,1,u,357500.0,hockingstuart,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,-37.813,144.9611
27122,Mentone,24 Allandale Rd,4,h,1150000.0,Hodges,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,-37.9833,145.0756
27123,Mentone,10/70 Beach Rd,2,u,525000.0,Thomson,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,-37.9833,145.0756
27124,Mentone,1/30 Collins St,2,u,585000.0,Buxton,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,-37.9833,145.0756
27125,Mentone,5B Elizabeth St,2,t,905000.0,hockingstuart,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,-37.9833,145.0756
27126,Mentone,27 Patty St,3,h,1181000.0,Buxton,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,-37.9833,145.0756
27127,Mentone,1/46 Plummer Rd,2,u,765000.0,Hodges,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,-37.9833,145.0756
27128,Mentone,5/6 Venice St,2,u,663000.0,hockingstuart,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,-37.9833,145.0756
27129,Mentone,60 Voltri St,3,h,890000.0,O'Brien,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,-37.9833,145.0756
27130,Mernda,6 Schotters Rd,4,h,700000.0,Ray,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council,-37.5987,145.1189
27131,Mill Park,15 Callistemon Ri,3,h,611000.0,Ray,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,-37.6633,145.0615
27132,Mill Park,4 Denham Pl,3,h,505000.0,Ray,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,-37.6633,145.0615
27133,Mill Park,6 Glenlea Ct,3,h,532000.0,Ray,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,-37.6633,145.0615
27134,Mill Park,38 Incana Dr,3,h,650000.0,Love,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,-37.6633,145.0615
27135,Mill Park,3 Jasmine Dr,3,h,501500.0,Love,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,-37.6633,145.0615
27136,Mill Park,2 Kellaway Cr,3,h,564000.0,Reach,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,-37.6633,145.0615
27137,Mill Park,2 McClelland Dr,4,h,690000.0,Harcourts,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,-37.6633,145.0615
27138,Mill Park,5 Mew Ct,4,h,660000.0,Iconek,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,-37.6633,145.0615
27139,Mill Park,14 Silverbirch Ri,3,h,420000.0,Harcourts,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,-37.6633,145.0615
27140,Mill Park,2 Sinclair Ct,4,h,591000.0,Ray,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,-37.6633,145.0615
27141,Mitcham,311 Mitcham Rd,2,h,825000.0,Noel,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council,-37.8183,145.1984666666667
27142,Mont Albert,47 Zetland Rd,3,h,1564000.0,Jellis,3127,Eastern Metropolitan,2079,10.2,Boroondara City Council,-37.8131,145.10383333333334
27143,Montmorency,42 Baldwin Av,3,h,1060000.0,Buckingham,3094,Eastern Metropolitan,3891,16.2,Banyule City Council,-37.7188,145.1245
27144,Montmorency,2/203 Rattray Rd,3,h,1005000.0,Barry,3094,Eastern Metropolitan,3891,16.2,Banyule City Council,-37.7188,145.1245
27145,Moonee Ponds,1/21 Holmes Rd,2,u,574000.0,Jellis,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,-37.7655,144.9203
27146,Moonee Ponds,1/263 Union Rd,3,t,1130000.0,Brad,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,-37.7655,144.9203
27147,Moorabbin,15 Biscop Rd,2,h,1191000.0,C21,3189,Southern Metropolitan,2555,14.3,Kingston City Council,-37.9407,145.0488333333333
27148,Moorabbin,15 Faye St,4,h,1130000.0,Buxton,3189,Southern Metropolitan,2555,14.3,Kingston City Council,-37.9407,145.0488333333333
27149,Moorabbin,2/3 Fiddes St,2,h,776000.0,Ray,3189,Southern Metropolitan,2555,14.3,Kingston City Council,-37.9407,145.0488333333333
27150,Mooroolbark,301 Hull Rd,3,h,540500.0,McGrath,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council,-37.7801,145.3219
27151,Mordialloc,116 Chute St,3,h,780000.0,hockingstuart,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council,-38.0014,145.10508333333334
27152,Mordialloc,3/68 Chute St,2,u,502000.0,Ray,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council,-38.0014,145.10508333333334
27153,Mount Waverley,11 Aldrin Dr,3,h,912000.0,Harcourts,3149,Eastern Metropolitan,13366,14.2,Monash City Council,-37.8756,145.13853333333333
27154,Mount Waverley,35 Bennett Av,3,h,1115000.0,Barry,3149,Eastern Metropolitan,13366,14.2,Monash City Council,-37.8756,145.13853333333333
27155,Mount Waverley,239 Blackburn Rd,3,h,1007500.0,Harcourts,3149,Eastern Metropolitan,13366,14.2,Monash City Council,-37.8756,145.13853333333333
27156,Mount Waverley,14 Bruce St,3,h,1825000.0,Jellis,3149,Eastern Metropolitan,13366,14.2,Monash City Council,-37.8756,145.13853333333333
27157,Mount Waverley,13 Grenfell Rd,3,h,1215000.0,Stockdale,3149,Eastern Metropolitan,13366,14.2,Monash City Council,-37.8756,145.13853333333333
27158,Mount Waverley,354 Highbury Rd,4,h,1181000.0,McGrath,3149,Eastern Metropolitan,13366,14.2,Monash City Council,-37.8756,145.13853333333333
27159,Mount Waverley,83 Ian Gr,4,h,1400000.0,Woodards,3149,Eastern Metropolitan,13366,14.2,Monash City Council,-37.8756,145.13853333333333
27160,Mount Waverley,45 Sesame St,4,h,1575000.0,McGrath,3149,Eastern Metropolitan,13366,14.2,Monash City Council,-37.8756,145.13853333333333
27161,Mount Waverley,21 Tarella Dr,3,h,1320000.0,Barry,3149,Eastern Metropolitan,13366,14.2,Monash City Council,-37.8756,145.13853333333333
27162,Mount Waverley,5 Warren Ct,5,h,1975000.0,Ray,3149,Eastern Metropolitan,13366,14.2,Monash City Council,-37.8756,145.13853333333333
27163,Mulgrave,3 Linton Pl,3,h,735000.0,Harcourts,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,-37.9276,145.18855
27164,Mulgrave,8 Pavilion Pl,3,h,1071000.0,Ray,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,-37.9276,145.18855
27165,Mulgrave,2 Upton Ct,3,h,802000.0,Win,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,-37.9276,145.18855
27166,Mulgrave,23 Windermere Cr,4,h,866000.0,Ray,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,-37.9276,145.18855
27167,Murrumbeena,2/48 Murrumbeena Rd,3,u,1270000.0,hockingstuart,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,-37.8895,145.058025
27168,Murrumbeena,22 Victory St,3,h,1090000.0,Gary,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,-37.8895,145.058025
27169,Newport,12 Gordon St,3,h,1040000.0,hockingstuart,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council,-37.8287,144.8763
27170,Newport,78A Oxford St,4,h,1316000.0,Williams,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council,-37.8287,144.8763
27171,Newport,12 Severn St,2,h,816000.0,RT,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council,-37.8287,144.8763
27172,Niddrie,29 Jackson St,3,h,1155000.0,Barry,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council,-37.7238,144.877275
27173,Niddrie,2/10 Nolan St,3,u,746000.0,Barry,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council,-37.7238,144.877275
27174,Noble Park,3 Smith St,3,h,684000.0,C21,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council,-37.9508,145.1843
27175,North Melbourne,1/109 Arden St,2,u,665500.0,Alexkarbon,3051,Northern Metropolitan,6821,1.8,Melbourne City Council,-37.7984,144.9469
27176,North Melbourne,103/171 Flemington Rd,1,u,320000.0,W.B.,3051,Northern Metropolitan,6821,1.8,Melbourne City Council,-37.7984,144.9469
27177,North Melbourne,203/150 Peel St,2,u,598000.0,Alexkarbon,3051,Northern Metropolitan,6821,1.8,Melbourne City Council,-37.7984,144.9469
27178,Northcote,162 Bastings St,3,h,2160000.0,Jellis,3070,Northern Metropolitan,11364,5.3,Darebin City Council,-37.7667,145.00455
27179,Northcote,13 Vauxhall Rd,3,h,1610000.0,Jellis,3070,Northern Metropolitan,11364,5.3,Darebin City Council,-37.7667,145.00455
27180,Nunawading,77 Esdale St,2,h,1160000.0,Barry,3131,Eastern Metropolitan,4973,15.4,Manningham City Council,-37.8387,145.17366666666666
27181,Nunawading,11 Eugenia St,3,h,991000.0,Stockdale,3131,Eastern Metropolitan,4973,15.4,Manningham City Council,-37.8387,145.17366666666666
27182,Nunawading,71 Luckie St,3,h,975000.0,Philip,3131,Eastern Metropolitan,4973,15.4,Manningham City Council,-37.8387,145.17366666666666
27183,Nunawading,268 Springfield Rd,2,h,1050000.0,Fletchers,3131,Eastern Metropolitan,4973,15.4,Manningham City Council,-37.8387,145.17366666666666
27184,Oakleigh,36 Hatter St,3,h,1225000.0,Buxton,3166,Southern Metropolitan,3224,12.3,Monash City Council,-37.9016,145.10004999999998
27185,Oakleigh East,3 Curran St,3,h,1100000.0,Woodards,3166,Southern Metropolitan,2547,12.3,Monash City Council,-37.9016,145.10004999999998
27186,Oakleigh East,26 MacRina St,3,h,1175000.0,Ray,3166,Southern Metropolitan,2547,12.3,Monash City Council,-37.9016,145.10004999999998
27187,Oakleigh East,1/9 Tullius Av,3,t,840000.0,Barry,3166,Southern Metropolitan,2547,12.3,Monash City Council,-37.9016,145.10004999999998
27188,Oakleigh South,15 Druitt St,3,h,850500.0,Buxton,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council,-37.9242,145.0824
27189,Oakleigh South,2/3 Golf Rd,2,u,625000.0,LJ,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council,-37.9242,145.0824
27190,Oakleigh South,3 Paula Ct,3,h,980500.0,McGrath,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council,-37.9242,145.0824
27191,Oakleigh South,22 Pitt St,3,h,1068000.0,Ray,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council,-37.9242,145.0824
27192,Ormond,7/21 Lillimur Rd,1,u,447000.0,Ray,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council,-37.9107,145.06560000000002
27193,Ormond,2 Wimmera St,2,h,1177000.0,Thomson,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council,-37.9107,145.06560000000002
27194,Parkdale,22 Balmoral Dr,4,h,1188000.0,hockingstuart,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council,-38.0014,145.10508333333334
27195,Parkdale,1/11 Foam St,2,u,575000.0,Hodges,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council,-38.0014,145.10508333333334
27196,Parkdale,20/156 Lower Dandenong Rd,3,u,630000.0,O'Brien,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council,-38.0014,145.10508333333334
27197,Parkdale,400 Nepean Hwy,3,h,951000.0,hockingstuart,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council,-38.0014,145.10508333333334
27198,Parkdale,3 Rosella Rd,3,h,1950000.0,Hodges,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council,-38.0014,145.10508333333334
27199,Parkville,12/228 The Avenue,1,u,500000.0,Nelson,3052,Northern Metropolitan,2309,1.8,Melbourne City Council,-37.7603,144.94965
27200,Parkville,28/238 The Avenue,3,u,1403000.0,Nelson,3052,Northern Metropolitan,2309,1.8,Melbourne City Council,-37.7603,144.94965
27201,Pascoe Vale,63 Cornwall Rd,3,h,721000.0,Alexkarbon,3044,Northern Metropolitan,7485,8.5,Moreland City Council,-37.7244,144.93845
27202,Pascoe Vale,103 Sussex St,2,h,1570000.0,Barry,3044,Northern Metropolitan,7485,8.5,Moreland City Council,-37.7244,144.93845
27203,Patterson Lakes,8 Adelong Ct,3,h,595000.0,hockingstuart/hockingstuart,3197,South-Eastern Metropolitan,3351,31.2,Kingston City Council,-38.0765,145.14155
27204,Port Melbourne,1001/107 Beach St,3,u,2460000.0,Marshall,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,-37.8388,144.9282
27205,Port Melbourne,6/223 Esplanade Pl,1,u,390000.0,Cayzer,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,-37.8388,144.9282
27206,Port Melbourne,322 Esplanade Pl,2,h,1455000.0,Marshall,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,-37.8388,144.9282
27207,Port Melbourne,126 Heath St,3,h,3705000.0,Greg,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,-37.8388,144.9282
27208,Port Melbourne,334 Howe Pde,2,h,1180000.0,Greg,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,-37.8388,144.9282
27209,Port Melbourne,215 Princes St,3,h,1350000.0,hockingstuart,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,-37.8388,144.9282
27210,Port Melbourne,350 Princes St,3,h,2100000.0,Marshall,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,-37.8388,144.9282
